0	334	1
0	479	1
0	844	1
0	963	1
0	1356	1
0	1929	1
0	2341	1
0	2366	1
0	2412	1
0	2629	1
0	2682	1
0	3195	1
0	3278	1
0	3527	1
0	3778	1
0	4220	1
0	4706	1
0	4847	1
0	5601	1
0	5620	1
0	6170	1
0	6184	1
0	6416	1
0	6452	1
0	6731	1
0	6988	1
0	7399	2
0	7475	1
0	7614	2
0	7682	1
0	7732	2
0	8826	1
0	8929	1
0	9179	4
0	9253	1
0	9524	1
0	10019	2
0	10055	1
0	10256	2
0	10426	1
0	10896	2
0	11051	1
0	11150	5
0	11410	1
0	11573	2
0	11707	1
0	11737	2
0	11833	1
0	12053	1
0	12416	1
0	13012	2
0	13526	1
0	13632	1
0	14351	1
0	15711	1
0	15898	1
0	15942	1
0	16462	1
0	16466	1
0	16669	1
0	17232	1
0	17335	1
0	17339	6
0	17523	1
0	17898	2
0	17969	1
0	18112	1
0	18454	1
0	19028	1
0	19788	1
1	24	1
1	220	1
1	228	1
1	276	1
1	361	3
1	385	2
1	440	1
1	628	7
1	819	1
1	862	1
1	963	1
1	1326	1
1	1373	3
1	1582	1
1	1793	1
1	1886	1
1	1893	1
1	1991	2
1	2083	1
1	2264	1
1	2412	1
1	2544	1
1	2565	1
1	2640	1
1	2682	1
1	2770	1
1	2841	1
1	2932	1
1	2976	1
1	3402	1
1	3466	2
1	3508	1
1	3536	3
1	3723	1
1	3730	1
1	3824	1
1	3939	1
1	4340	1
1	4446	1
1	4467	1
1	4606	1
1	4827	1
1	4864	1
1	4893	1
1	4913	1
1	5106	1
1	5245	1
1	5673	1
1	5685	1
1	6077	2
1	6451	1
1	6471	1
1	6565	2
1	6688	1
1	6752	1
1	6780	2
1	6967	1
1	6988	1
1	7033	1
1	7089	1
1	7661	1
1	7682	3
1	7732	1
1	7790	1
1	7812	1
1	7842	1
1	7843	2
1	8148	1
1	8325	1
1	8329	1
1	8601	2
1	8753	2
1	8826	3
1	8856	1
1	8890	1
1	9204	1
1	9218	1
1	9474	1
1	9509	1
1	9559	1
1	9564	1
1	9757	1
1	9911	1
1	9919	1
1	10019	1
1	10070	1
1	10333	1
1	10355	1
1	10358	1
1	10426	1
1	10573	1
1	10578	1
1	10596	1
1	10607	1
1	10687	1
1	10825	1
1	10911	3
1	11001	1
1	11126	1
1	11159	1
1	11707	1
1	12321	1
1	12529	1
1	12544	1
1	12623	1
1	12704	1
1	12949	1
1	13128	1
1	13277	1
1	13422	2
1	13449	1
1	13479	1
1	13618	1
1	14012	2
1	14041	1
1	14087	1
1	14176	1
1	14303	1
1	14746	1
1	14813	1
1	15031	1
