1.453919982909999931e+02	-6.081689834589999677e+00
1.457890014650000126e+02	-5.207079887389999939e+00
1.442960052489999896e+02	-5.826789855960000430e+00
1.467259770000000003e+02	-6.569803000000000281e+00
1.472200012209999898e+02	-9.443380355829999573e+00
1.436690063480000106e+02	-3.583830118179999857e+00
-4.542599868770000171e+01	6.116049957279999916e+01
-5.167810058589999755e+01	6.419090271000000314e+01
-5.071160316470000140e+01	6.701222189920000005e+01
-6.870320129389999408e+01	7.653119659419999721e+01
-1.807270050050000165e+01	6.566000366209999584e+01
-1.440139961240000055e+01	6.528330230710000137e+01
-2.313529968259999947e+01	6.605809783940000557e+01
-2.260560035709999838e+01	6.398500061040000020e+01
-2.194059944150000163e+01	6.412999725340000623e+01
-8.450939941410000245e+01	4.648500061040000020e+01
-5.608309936519999894e+01	5.139189910889999879e+01
-6.820439910890000590e+01	4.913249969480000345e+01
-7.099639892579999412e+01	4.833060073850000293e+01
-9.607779693599999860e+01	6.429889678959999344e+01
-1.252710037230000069e+02	4.995080184940000123e+01
-9.995189700000000244e+01	4.990999999999999659e+01
-1.051380004880000030e+02	6.910810089109999410e+01
-1.238698625560000011e+02	4.905497022490000347e+01
-1.176320037840000055e+02	4.929639816280000275e+01
-6.633029899999999657e+01	4.799079900000000265e+01
-1.151439971920000005e+02	6.781670379640000590e+01
-6.851670074460000137e+01	7.048609924320000175e+01
-8.335939788819999308e+01	6.419329833979999478e+01
-5.739139938350000136e+01	4.921080017090000069e+01
-1.201829986569999988e+02	5.574229812619999791e+01
-1.135800018310000041e+02	5.330970001219999688e+01
-9.407080078120000621e+01	6.109420013430000296e+01
-1.334830017090000069e+02	6.830419921879999379e+01
-6.855580139159999931e+01	6.375640106200000190e+01
-6.653720092769999894e+01	4.586890029909999811e+01
-1.016819992070000040e+02	5.467810058589999755e+01
-1.212369995119999970e+02	6.176020050049999810e+01
-7.659690093989999582e+01	4.422529983519999774e+01
-7.770420074460000137e+01	5.362530136110000001e+01
-6.447859954829999651e+01	4.877529907230000106e+01
-6.177809906009999708e+01	4.742470169069999741e+01
-9.274420166020000522e+01	4.983169937129999738e+01
-1.178059997560000056e+02	7.076280212400000380e+01
-9.584970092769999894e+01	6.863559722899999826e+01
-7.993499755860000278e+01	4.317359924320000175e+01
-7.341690063480000106e+01	4.551750183109999881e+01
-1.157829971310000019e+02	6.083969879149999826e+01
-6.350859832759999790e+01	4.488079833980000188e+01
-7.796669769289999863e+01	7.268329620359999410e+01
-1.204440002439999944e+02	5.070220184330000279e+01
